Station_Code,isSWMP,DateTimeStamp,Historical,ProvisionalPlus,F_Record,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,Depth,F_Depth,cDepth,F_cDepth,Level,F_Level,cLevel,F_cLevel,pH,F_pH,Turb,F_Turb,ChlFluor,F_ChlFluor
elksmwq,P,5/5/2021 10:00,1,1,,18.3,<0> ,50.93,<0> ,33.5,<0> ,115,<0> ,8.9,<0> ,,<-1> ,,,0.72,<0> ,0.69,<1> [GCS],8.2,<0> ,3,<0> ,6.2,<0> 
elksmwq,P,5/5/2021 10:15,1,1,,18.6,<0> ,50.97,<0> ,33.5,<0> ,118.4,<0> ,9.1,<0> ,,<-1> ,,,0.64,<0> ,0.61,<1> [GCS],8.2,<0> ,3,<0> ,6.7,<0> 
elksmwq,P,5/5/2021 10:30,1,1,,18.8,<0> ,50.97,<0> ,33.5,<0> ,124.3,<0> ,9.5,<0> ,,<-1> ,,,0.55,<0> ,0.52,<1> [GCS],8.2,<0> ,3,<0> ,6.8,<0> 
elksmwq,P,5/5/2021 10:45,1,1,,19.2,<0> ,51.06,<0> ,33.6,<0> ,127.8,<0> ,9.7,<0> ,,<-1> ,,,0.46,<0> ,0.43,<1> [GCS],8.3,<0> ,4,<0> ,7.7,<0> 
elksmwq,P,5/5/2021 11:00,1,1,,19.5,<0> ,51.08,<0> ,33.6,<0> ,131,<0> ,9.9,<0> ,,<-1> ,,,0.37,<0> ,0.34,<1> [GCS],8.3,<0> ,4,<0> ,8.4,<0> 
elksmwq,P,5/5/2021 11:15,1,1,,19.9,<0> ,51.14,<0> ,33.7,<0> ,136.8,<0> ,10.2,<0> ,,<-1> ,,,0.29,<0> ,0.26,<1> [GCS],8.3,<0> ,4,<0> ,8.9,<0> 
elksmwq,P,5/5/2021 11:30,1,1,,20.3,<0> ,51.18,<0> ,33.7,<0> ,140.9,<0> ,10.4,<0> ,,<-1> ,,,0.23,<0> ,0.2,<1> [GCS],8.3,<0> ,4,<0> ,9.7,<0> 
elksmwq,P,5/5/2021 11:45,1,1,,20.7,<0> ,51.23,<0> ,33.7,<0> ,143.2,<0> ,10.5,<0> ,,<-1> ,,,0.18,<0> ,0.15,<1> [GCS],8.3,<0> ,4,<0> ,10.6,<0> 
elksmwq,P,5/5/2021 12:00,1,1,,20.9,<0> ,51.24,<0> ,33.7,<0> ,143.3,<0> ,10.5,<0> ,,<-1> ,,,0.16,<0> ,0.13,<1> [GCS],8.3,<0> ,4,<0> ,8.7,<0> 
elksmwq,P,5/5/2021 12:15,1,1,,21.1,<0> ,51.23,<0> ,33.7,<0> ,143.3,<0> ,10.5,<0> ,,<-1> ,,,0.16,<0> ,0.12,<1> [GCS],8.3,<0> ,5,<0> ,7.3,<0> 
elksmwq,P,5/5/2021 12:30,1,1,,21.1,<0> ,51.23,<0> ,33.7,<0> ,136.6,<0> ,10,<0> ,,<-1> ,,,0.16,<0> ,0.12,<1> [GCS],8.3,<0> ,3,<0> ,6.8,<0> 
elksmwq,P,5/5/2021 12:45,1,1,,21.2,<0> ,51.23,<0> ,33.7,<0> ,138.3,<0> ,10.1,<0> ,,<-1> ,,,0.16,<0> ,0.12,<1> [GCS],8.3,<0> ,3,<0> ,7.2,<0> 
elksmwq,P,5/5/2021 13:00,1,1,,21.2,<0> ,51.18,<0> ,33.7,<0> ,149.1,<0> ,10.9,<0> ,,<-1> ,,,0.19,<0> ,0.15,<1> [GCS],8.3,<0> ,5,<0> ,10.2,<0> 
elksmwq,P,5/5/2021 13:15,1,1,,21.1,<0> ,51.18,<0> ,33.7,<0> ,147,<0> ,10.7,<0> ,,<-1> ,,,0.23,<0> ,0.19,<1> [GCS],8.3,<0> ,6,<0> ,9.5,<0> 
elksmwq,P,5/5/2021 13:30,1,1,,21.1,<0> ,51.16,<0> ,33.7,<0> ,146.9,<0> ,10.7,<0> ,,<-1> ,,,0.25,<0> ,0.21,<1> [GCS],8.3,<0> ,5,<0> ,9.2,<0> 
elksmwq,P,5/5/2021 13:45,1,1,,21.1,<0> ,51.17,<0> ,33.7,<0> ,148.2,<0> ,10.8,<0> ,,<-1> ,,,0.29,<0> ,0.25,<1> [GCS],8.3,<0> ,5,<0> ,10.3,<0> 
elksmwq,P,5/5/2021 14:00,1,1,,20.9,<0> ,51.1,<0> ,33.6,<0> ,148.7,<0> ,10.9,<0> ,,<-1> ,,,0.34,<0> ,0.3,<1> [GCS],8.3,<0> ,5,<0> ,9.2,<0> 
elksmwq,P,5/5/2021 14:15,1,1,,20.7,<0> ,51.1,<0> ,33.6,<0> ,143.5,<0> ,10.6,<0> ,,<-1> ,,,0.39,<0> ,0.35,<1> [GCS],8.3,<0> ,5,<0> ,9.7,<0> 
elksmwq,P,5/5/2021 14:30,1,1,,20.2,<0> ,51.03,<0> ,33.6,<0> ,142.8,<0> ,10.6,<0> ,,<-1> ,,,0.43,<0> ,0.39,<1> [GCS],8.3,<0> ,5,<0> ,10.3,<0> 
elksmwq,P,5/5/2021 14:45,1,1,,19.5,<0> ,51.01,<0> ,33.6,<0> ,142.5,<0> ,10.7,<0> ,,<-1> ,,,0.5,<0> ,0.46,<1> [GCS],8.3,<0> ,5,<0> ,9.2,<0> 
elksmwq,P,5/5/2021 15:00,1,1,,19.2,<0> ,50.96,<0> ,33.5,<0> ,133.6,<0> ,10.1,<0> ,,<-1> ,,,0.56,<0> ,0.52,<1> [GCS],8.3,<0> ,4,<0> ,7.8,<0> 
elksmwq,P,5/5/2021 15:15,1,1,,19,<0> ,50.98,<0> ,33.5,<0> ,130.7,<0> ,9.9,<0> ,,<-1> ,,,0.62,<0> ,0.58,<1> [GCS],8.2,<0> ,4,<0> ,7.7,<0> 
elksmwq,P,5/5/2021 15:30,1,1,,18.8,<0> ,50.96,<0> ,33.5,<0> ,130,<0> ,9.9,<0> ,,<-1> ,,,0.72,<0> ,0.68,<1> [GCS],8.2,<0> ,4,<0> ,7.7,<0> 
elksmwq,P,5/5/2021 15:45,1,1,,18.6,<0> ,50.93,<0> ,33.5,<0> ,129.8,<0> ,9.9,<0> ,,<-1> ,,,0.78,<0> ,0.74,<1> [GCS],8.2,<0> ,4,<0> ,8.3,<0> 
elksmwq,P,5/5/2021 16:00,1,1,,18.2,<0> ,50.92,<0> ,33.5,<0> ,124.6,<0> ,9.6,<0> ,,<-1> ,,,0.84,<0> ,0.8,<1> [GCS],8.2,<0> ,4,<0> ,7.7,<0> 
elksmwq,P,5/5/2021 16:15,1,1,,17.8,<0> ,50.83,<0> ,33.4,<0> ,118.7,<0> ,9.2,<0> ,,<-1> ,,,0.91,<0> ,0.87,<1> [GCS],8.2,<0> ,4,<0> ,7,<0> 
elksmwq,P,5/5/2021 16:30,1,1,,17.6,<0> ,50.78,<0> ,33.4,<0> ,115.5,<0> ,9,<0> ,,<-1> ,,,0.97,<0> ,0.93,<1> [GCS],8.2,<0> ,4,<0> ,6.6,<0> 
elksmwq,P,5/5/2021 16:45,1,1,,17.3,<0> ,50.69,<0> ,33.3,<0> ,111.9,<0> ,8.8,<0> ,,<-1> ,,,1.03,<0> ,0.99,<1> [GCS],8.1,<0> ,4,<0> ,6.2,<0> 
elksmwq,P,5/5/2021 17:00,1,1,,17.1,<0> ,50.65,<0> ,33.3,<0> ,108.7,<0> ,8.6,<0> ,,<-1> ,,,1.09,<0> ,1.05,<1> [GCS],8.1,<0> ,4,<0> ,5.8,<0> 
elksmwq,P,5/5/2021 17:15,1,1,,16.8,<0> ,50.58,<0> ,33.2,<0> ,105.4,<0> ,8.4,<0> ,,<-1> ,,,1.15,<0> ,1.11,<1> [GCS],8.1,<0> ,4,<0> ,5.2,<0> 
elksmwq,P,5/5/2021 17:30,1,1,,16.5,<0> ,50.55,<0> ,33.2,<0> ,102.2,<0> ,8.2,<0> ,,<-1> ,,,1.21,<0> ,1.17,<1> [GCS],8.1,<0> ,4,<0> ,5.4,<0> 
elksmwq,P,5/5/2021 17:45,1,1,,16.3,<0> ,50.52,<0> ,33.2,<0> ,100.3,<0> ,8,<0> ,,<-1> ,,,1.27,<0> ,1.23,<1> [GCS],8.1,<0> ,4,<0> ,4.8,<0> 
elksmwq,P,5/5/2021 18:00,1,1,,16,<0> ,50.33,<0> ,33,<0> ,98.2,<0> ,7.9,<0> ,,<-1> ,,,1.32,<0> ,1.28,<1> [GCS],8.1,<0> ,4,<0> ,4.7,<0> 
elksmwq,P,5/5/2021 18:15,1,1,,16,<0> ,50.31,<0> ,33,<0> ,98,<0> ,7.9,<0> ,,<-1> ,,,1.37,<0> ,1.33,<1> [GCS],8.1,<0> ,4,<0> ,4.6,<0> 
elksmwq,P,5/5/2021 18:30,1,1,,15.6,<0> ,50.24,<0> ,33,<0> ,96,<0> ,7.8,<0> ,,<-1> ,,,1.43,<0> ,1.39,<1> [GCS],8,<0> ,3,<0> ,4.3,<0> 
elksmwq,P,5/5/2021 18:45,1,1,,15.2,<0> ,50.17,<0> ,32.9,<0> ,93.7,<0> ,7.7,<0> ,,<-1> ,,,1.47,<0> ,1.43,<1> [GCS],8,<0> ,3,<0> ,4,<0> 
elksmwq,P,5/5/2021 19:00,1,1,,15,<0> ,50.17,<0> ,32.9,<0> ,93,<0> ,7.7,<0> ,,<-1> ,,,1.51,<0> ,1.46,<1> [GCS],8,<0> ,3,<0> ,4,<0> 
elksmwq,P,5/5/2021 19:15,1,1,,14.8,<0> ,50.16,<0> ,32.9,<0> ,92.7,<0> ,7.7,<0> ,,<-1> ,,,1.54,<0> ,1.49,<1> [GCS],8,<0> ,2,<0> ,4,<0> 
elksmwq,P,5/5/2021 19:30,1,1,,14.7,<0> ,50.16,<0> ,32.9,<0> ,92.2,<0> ,7.6,<0> ,,<-1> ,,,1.56,<0> ,1.51,<1> [GCS],8,<0> ,3,<0> ,3.7,<0> 
elksmwq,P,5/5/2021 19:45,1,1,,14.7,<0> ,50.19,<0> ,32.9,<0> ,91.2,<0> ,7.6,<0> ,,<-1> ,,,1.58,<0> ,1.53,<1> [GCS],8,<0> ,3,<0> ,4.3,<0> 
elksmwq,P,5/5/2021 20:00,1,1,,14.7,<0> ,50.18,<0> ,32.9,<0> ,89.3,<0> ,7.4,<0> ,,<-1> ,,,1.57,<0> ,1.52,<1> [GCS],8,<0> ,3,<0> ,4.7,<0> 
elksmwq,P,5/5/2021 20:15,1,1,,14.8,<0> ,50.17,<0> ,32.9,<0> ,87.7,<0> ,7.3,<0> ,,<-1> ,,,1.56,<0> ,1.51,<1> [GCS],8,<0> ,2,<0> ,4.9,<0> 
elksmwq,P,5/5/2021 20:30,1,1,,14.9,<0> ,50.23,<0> ,32.9,<0> ,90.6,<0> ,7.5,<0> ,,<-1> ,,,1.53,<0> ,1.48,<1> [GCS],8,<0> ,2,<0> ,6,<0> 
elksmwq,P,5/5/2021 20:45,1,1,,15.4,<0> ,50.36,<0> ,33,<0> ,93.1,<0> ,7.6,<0> ,,<-1> ,,,1.5,<0> ,1.44,<1> [GCS],8,<0> ,2,<0> ,6.2,<0> 
elksmwq,P,5/5/2021 21:00,1,1,,15.7,<0> ,50.4,<0> ,33.1,<0> ,93.4,<0> ,7.6,<0> ,,<-1> ,,,1.47,<0> ,1.41,<1> [GCS],8,<0> ,2,<0> ,6.6,<0> 
elksmwq,P,5/5/2021 21:15,1,1,,15.8,<0> ,50.43,<0> ,33.1,<0> ,91.9,<0> ,7.4,<0> ,,<-1> ,,,1.43,<0> ,1.37,<1> [GCS],8,<0> ,3,<0> ,6.1,<0> 
elksmwq,P,5/5/2021 21:30,1,1,,16,<0> ,50.48,<0> ,33.1,<0> ,94.6,<0> ,7.6,<0> ,,<-1> ,,,1.39,<0> ,1.33,<1> [GCS],8.1,<0> ,3,<0> ,6.8,<0> 
elksmwq,P,5/5/2021 21:45,1,1,,16.4,<0> ,50.58,<0> ,33.2,<0> ,95.9,<0> ,7.7,<0> ,,<-1> ,,,1.35,<0> ,1.29,<1> [GCS],8.1,<0> ,2,<0> ,7.6,<0> 
elksmwq,P,5/5/2021 22:00,1,1,,16.6,<0> ,50.64,<0> ,33.3,<0> ,97.6,<0> ,7.8,<0> ,,<-1> ,,,1.3,<0> ,1.24,<1> [GCS],8.1,<0> ,2,<0> ,7,<0> 
elksmwq,P,5/5/2021 22:15,1,1,,16.7,<0> ,50.67,<0> ,33.3,<0> ,97.6,<0> ,7.8,<0> ,,<-1> ,,,1.26,<0> ,1.2,<1> [GCS],8.1,<0> ,3,<0> ,7.6,<0> 
elksmwq,P,5/5/2021 22:30,1,1,,16.8,<0> ,50.66,<0> ,33.3,<0> ,99.4,<0> ,7.9,<0> ,,<-1> ,,,1.21,<0> ,1.15,<1> [GCS],8.1,<0> ,3,<0> ,7.9,<0> 
elksmwq,P,5/5/2021 22:45,1,1,,17.1,<0> ,50.75,<0> ,33.4,<0> ,101.9,<0> ,8,<0> ,,<-1> ,,,1.16,<0> ,1.1,<1> [GCS],8.1,<0> ,2,<0> ,10.5,<0> 
elksmwq,P,5/5/2021 23:00,1,1,,17.3,<0> ,50.78,<0> ,33.4,<0> ,102.6,<0> ,8.1,<0> ,,<-1> ,,,1.11,<0> ,1.05,<1> [GCS],8.1,<0> ,2,<0> ,10.9,<0> 
elksmwq,P,5/5/2021 23:15,1,1,,17.6,<0> ,50.87,<0> ,33.4,<0> ,103.6,<0> ,8.1,<0> ,,<-1> ,,,1.05,<0> ,0.99,<1> [GCS],8.2,<0> ,3,<0> ,12.7,<0> 
elksmwq,P,5/5/2021 23:30,1,1,,17.6,<0> ,50.88,<0> ,33.5,<0> ,103.8,<0> ,8.1,<0> ,,<-1> ,,,1,<0> ,0.94,<1> [GCS],8.2,<0> ,3,<0> ,10.9,<0> 
elksmwq,P,5/5/2021 23:45,1,1,,17.8,<0> ,50.9,<0> ,33.5,<0> ,103.3,<0> ,8,<0> ,,<-1> ,,,0.95,<0> ,0.89,<1> [GCS],8.2,<0> ,3,<0> ,12.3,<0> 
elksmwq,P,5/6/2021 0:00,1,1,,17.9,<0> ,50.91,<0> ,33.5,<0> ,102.5,<0> ,8,<0> ,,<-1> ,,,0.89,<0> ,0.83,<1> [GCS],8.2,<0> ,3,<0> ,11.3,<0> 
elksmwq,P,5/6/2021 0:15,1,1,,18.1,<0> ,50.95,<0> ,33.5,<0> ,101.8,<0> ,7.9,<0> ,,<-1> ,,,0.84,<0> ,0.78,<1> [GCS],8.2,<0> ,3,<0> ,10.8,<0> 
elksmwq,P,5/6/2021 0:30,1,1,,18.2,<0> ,50.97,<0> ,33.5,<0> ,103.4,<0> ,8,<0> ,,<-1> ,,,0.8,<0> ,0.74,<1> [GCS],8.2,<0> ,3,<0> ,11.4,<0> 
elksmwq,P,5/6/2021 0:45,1,1,,18.3,<0> ,51.02,<0> ,33.6,<0> ,102.3,<0> ,7.9,<0> ,,<-1> ,,,0.76,<0> ,0.7,<1> [GCS],8.2,<0> ,3,<0> ,13.1,<0> 
elksmwq,P,5/6/2021 1:00,1,1,,18.2,<0> ,50.98,<0> ,33.5,<0> ,102.2,<0> ,7.9,<0> ,,<-1> ,,,0.73,<0> ,0.67,<1> [GCS],8.2,<0> ,3,<0> ,11.3,<0> 
elksmwq,P,5/6/2021 1:15,1,1,,18.3,<0> ,51.04,<0> ,33.6,<0> ,101.2,<0> ,7.8,<0> ,,<-1> ,,,0.72,<0> ,0.66,<1> [GCS],8.2,<0> ,3,<0> ,18.5,<0> 
elksmwq,P,5/6/2021 1:30,1,1,,18.3,<0> ,51.03,<0> ,33.6,<0> ,98.5,<0> ,7.6,<0> ,,<-1> ,,,0.72,<0> ,0.66,<1> [GCS],8.2,<0> ,3,<0> ,13,<0> 
elksmwq,P,5/6/2021 1:45,1,1,,18,<0> ,50.99,<0> ,33.5,<0> ,98.4,<0> ,7.6,<0> ,,<-1> ,,,0.75,<0> ,0.69,<1> [GCS],8.2,<0> ,3,<0> ,10.5,<0> 
elksmwq,P,5/6/2021 2:00,1,1,,17.8,<0> ,50.96,<0> ,33.5,<0> ,97.5,<0> ,7.6,<0> ,,<-1> ,,,0.77,<0> ,0.71,<1> [GCS],8.2,<0> ,3,<0> ,10.3,<0> 
elksmwq,P,5/6/2021 2:15,1,1,,17.7,<0> ,50.96,<0> ,33.5,<0> ,96,<0> ,7.5,<0> ,,<-1> ,,,0.8,<0> ,0.74,<1> [GCS],8.2,<0> ,3,<0> ,9,<0> 
elksmwq,P,5/6/2021 2:30,1,1,,17.5,<0> ,50.91,<0> ,33.5,<0> ,93,<0> ,7.3,<0> ,,<-1> ,,,0.84,<0> ,0.78,<1> [GCS],8.1,<0> ,3,<0> ,8.2,<0> 
elksmwq,P,5/6/2021 2:45,1,1,,17.4,<0> ,50.9,<0> ,33.5,<0> ,92.5,<0> ,7.3,<0> ,,<-1> ,,,0.87,<0> ,0.81,<1> [GCS],8.1,<0> ,2,<0> ,8.4,<0> 
elksmwq,P,5/6/2021 3:00,1,1,,17.1,<0> ,50.84,<0> ,33.4,<0> ,90.2,<0> ,7.1,<0> ,,<-1> ,,,0.91,<0> ,0.85,<1> [GCS],8.1,<0> ,3,<0> ,7,<0> 
elksmwq,P,5/6/2021 3:15,1,1,,16.9,<0> ,50.86,<0> ,33.4,<0> ,87.6,<0> ,6.9,<0> ,,<-1> ,,,0.94,<0> ,0.88,<1> [GCS],8.1,<0> ,3,<0> ,7,<0> 
elksmwq,P,5/6/2021 3:30,1,1,,16.9,<0> ,50.84,<0> ,33.4,<0> ,86.1,<0> ,6.8,<0> ,,<-1> ,,,0.97,<0> ,0.91,<1> [GCS],8.1,<0> ,3,<0> ,6.2,<0> 
elksmwq,P,5/6/2021 3:45,1,1,,16.8,<0> ,50.83,<0> ,33.4,<0> ,85.7,<0> ,6.8,<0> ,,<-1> ,,,1.01,<0> ,0.95,<1> [GCS],8.1,<0> ,3,<0> ,6.1,<0> 
elksmwq,P,5/6/2021 4:00,1,1,,16.7,<0> ,50.79,<0> ,33.4,<0> ,84.7,<0> ,6.7,<0> ,,<-1> ,,,1.05,<0> ,0.99,<1> [GCS],8.1,<0> ,3,<0> ,5.4,<0> 
elksmwq,P,5/6/2021 4:15,1,1,,16.5,<0> ,50.8,<0> ,33.4,<0> ,84.4,<0> ,6.7,<0> ,,<-1> ,,,1.09,<0> ,1.03,<1> [GCS],8,<0> ,2,<0> ,4.7,<0> 
elksmwq,P,5/6/2021 4:30,1,1,,16.3,<0> ,50.75,<0> ,33.3,<0> ,83.7,<0> ,6.7,<0> ,,<-1> ,,,1.13,<0> ,1.07,<1> [GCS],8,<0> ,3,<0> ,4.5,<0> 
elksmwq,P,5/6/2021 4:45,1,1,,16.2,<0> ,50.71,<0> ,33.3,<0> ,83,<0> ,6.7,<0> ,,<-1> ,,,1.17,<0> ,1.11,<1> [GCS],8,<0> ,3,<0> ,4.5,<0> 
elksmwq,P,5/6/2021 5:00,1,1,,15.9,<0> ,50.65,<0> ,33.3,<0> ,82.6,<0> ,6.7,<0> ,,<-1> ,,,1.22,<0> ,1.16,<1> [GCS],8,<0> ,3,<0> ,3.8,<0> 
elksmwq,P,5/6/2021 5:15,1,1,,15.7,<0> ,50.59,<0> ,33.2,<0> ,82.7,<0> ,6.7,<0> ,,<-1> ,,,1.26,<0> ,1.2,<1> [GCS],8,<0> ,3,<0> ,3.7,<0> 
elksmwq,P,5/6/2021 5:30,1,1,,15.6,<0> ,50.57,<0> ,33.2,<0> ,82.7,<0> ,6.7,<0> ,,<-1> ,,,1.3,<0> ,1.24,<1> [GCS],8,<0> ,3,<0> ,3.3,<0> 
elksmwq,P,5/6/2021 5:45,1,1,,15.5,<0> ,50.52,<0> ,33.2,<0> ,82,<0> ,6.7,<0> ,,<-1> ,,,1.34,<0> ,1.28,<1> [GCS],8,<0> ,3,<0> ,3.1,<0> 
elksmwq,P,5/6/2021 6:00,1,1,,15.4,<0> ,50.51,<0> ,33.1,<0> ,81.9,<0> ,6.7,<0> ,,<-1> ,,,1.38,<0> ,1.31,<1> [GCS],8,<0> ,2,<0> ,3,<0> 
elksmwq,P,5/6/2021 6:15,1,1,,15.4,<0> ,50.54,<0> ,33.2,<0> ,81.4,<0> ,6.6,<0> ,,<-1> ,,,1.41,<0> ,1.34,<1> [GCS],8,<0> ,3,<0> ,3.3,<0> 
elksmwq,P,5/6/2021 6:30,1,1,,15.3,<0> ,50.49,<0> ,33.1,<0> ,81.3,<0> ,6.7,<0> ,,<-1> ,,,1.44,<0> ,1.37,<1> [GCS],8,<0> ,3,<0> ,3.4,<0> 
elksmwq,P,5/6/2021 6:45,1,1,,15.2,<0> ,50.45,<0> ,33.1,<0> ,81.5,<0> ,6.7,<0> ,,<-1> ,,,1.46,<0> ,1.39,<1> [GCS],8,<0> ,3,<0> ,3,<0> 
elksmwq,P,5/6/2021 7:00,1,1,,15.1,<0> ,50.43,<0> ,33.1,<0> ,81,<0> ,6.7,<0> ,,<-1> ,,,1.47,<0> ,1.4,<1> [GCS],8,<0> ,2,<0> ,3.1,<0> 
elksmwq,P,5/6/2021 7:15,1,1,,15.5,<0> ,50.6,<0> ,33.2,<0> ,76.1,<0> ,6.2,<0> ,,<-1> ,,,1.45,<0> ,1.38,<1> [GCS],8,<0> ,3,<0> ,3.1,<0> 
elksmwq,P,5/6/2021 7:30,1,1,,15.3,<0> ,50.45,<0> ,33.1,<0> ,77.6,<0> ,6.3,<0> ,,<-1> ,,,1.44,<0> ,1.37,<1> [GCS],8,<0> ,2,<0> ,2.2,<0> 
elksmwq,P,5/6/2021 7:45,1,1,,15.2,<0> ,50.45,<0> ,33.1,<0> ,78,<0> ,6.4,<0> ,,<-1> ,,,1.42,<0> ,1.35,<1> [GCS],8,<0> ,4,<0> ,3.4,<0> 
elksmwq,P,5/6/2021 8:00,1,1,,15.5,<0> ,50.54,<0> ,33.2,<0> ,79.3,<0> ,6.5,<0> ,,<-1> ,,,1.39,<0> ,1.32,<1> [GCS],8,<0> ,2,<0> ,2.6,<0> 
elksmwq,P,5/6/2021 8:15,1,1,,15.6,<0> ,50.59,<0> ,33.2,<0> ,80.3,<0> ,6.5,<0> ,,<-1> ,,,1.36,<0> ,1.29,<1> [GCS],8,<0> ,2,<0> ,2.9,<0> 
elksmwq,P,5/6/2021 8:30,1,1,,15.8,<0> ,50.67,<0> ,33.3,<0> ,80.5,<0> ,6.5,<0> ,,<-1> ,,,1.32,<0> ,1.25,<1> [GCS],8,<0> ,2,<0> ,3.2,<0> 
elksmwq,P,5/6/2021 8:45,1,1,,16,<0> ,50.7,<0> ,33.3,<0> ,82.9,<0> ,6.7,<0> ,,<-1> ,,,1.28,<0> ,1.21,<1> [GCS],8,<0> ,2,<0> ,3,<0> 
elksmwq,P,5/6/2021 9:00,1,1,,16.4,<0> ,50.75,<0> ,33.3,<0> ,84.7,<0> ,6.8,<0> ,,<-1> ,,,1.23,<0> ,1.15,<1> [GCS],8,<0> ,2,<0> ,3.6,<0> 
elksmwq,P,5/6/2021 9:15,1,1,,16.7,<0> ,50.81,<0> ,33.4,<0> ,88.7,<0> ,7.1,<0> ,,<-1> ,,,1.18,<0> ,1.1,<1> [GCS],8.1,<0> ,2,<0> ,3.7,<0> 
elksmwq,P,5/6/2021 9:30,1,1,,16.8,<0> ,50.81,<0> ,33.4,<0> ,92.1,<0> ,7.3,<0> ,,<-1> ,,,1.13,<0> ,1.06,<1> [GCS],8.1,<0> ,2,<0> ,3.9,<0> 
elksmwq,P,5/6/2021 9:45,1,1,,17.2,<0> ,50.87,<0> ,33.4,<0> ,97.2,<0> ,7.6,<0> ,,<-1> ,,,1.08,<0> ,1,<1> [GCS],8.1,<0> ,2,<0> ,4.3,<0> 
elksmwq,P,5/6/2021 10:00,1,1,,17.6,<0> ,50.88,<0> ,33.5,<0> ,101.4,<0> ,7.9,<0> ,,<-1> ,,,1.02,<0> ,0.94,<1> [GCS],8.1,<0> ,2,<0> ,4.7,<0> 
elksmwq,P,5/6/2021 10:15,1,1,,17.8,<0> ,50.93,<0> ,33.5,<0> ,107.3,<0> ,8.3,<0> ,,<-1> ,,,0.96,<0> ,0.88,<1> [GCS],8.2,<0> ,2,<0> ,5,<0> 
elksmwq,P,5/6/2021 10:30,1,1,,18.1,<0> ,50.93,<0> ,33.5,<0> ,113.5,<0> ,8.8,<0> ,,<-1> ,,,0.88,<0> ,0.8,<1> [GCS],8.2,<0> ,3,<0> ,5,<0> 
elksmwq,P,5/6/2021 10:45,1,1,,18.3,<0> ,50.98,<0> ,33.5,<0> ,114.9,<0> ,8.8,<0> ,,<-1> ,,,0.81,<0> ,0.73,<1> [GCS],8.2,<0> ,3,<0> ,5.7,<0> 
elksmwq,P,5/6/2021 11:00,1,1,,18.6,<0> ,51.01,<0> ,33.6,<0> ,117.3,<0> ,9,<0> ,,<-1> ,,,0.73,<0> ,0.65,<1> [GCS],8.2,<0> ,3,<0> ,5.9,<0> 
elksmwq,P,5/6/2021 11:15,1,1,,18.9,<0> ,51.04,<0> ,33.6,<0> ,122.1,<0> ,9.3,<0> ,,<-1> ,,,0.65,<0> ,0.57,<1> [GCS],8.2,<0> ,3,<0> ,6.2,<0> 
elksmwq,P,5/6/2021 11:30,1,1,,19.2,<0> ,51.06,<0> ,33.6,<0> ,125.9,<0> ,9.5,<0> ,,<-1> ,,,0.56,<0> ,0.48,<1> [GCS],8.2,<0> ,3,<0> ,7,<0> 
elksmwq,P,5/6/2021 11:45,1,1,,19.6,<0> ,51.11,<0> ,33.6,<0> ,129.7,<0> ,9.8,<0> ,,<-1> ,,,0.47,<0> ,0.39,<1> [GCS],8.2,<0> ,4,<0> ,7.1,<0> 
elksmwq,P,5/6/2021 12:00,1,1,,19.9,<0> ,51.15,<0> ,33.7,<0> ,134.2,<0> ,10,<0> ,,<-1> ,,,0.41,<0> ,0.33,<1> [GCS],8.3,<0> ,4,<0> ,7.8,<0> 
elksmwq,P,5/6/2021 12:15,1,1,,20.2,<0> ,51.19,<0> ,33.7,<0> ,138.2,<0> ,10.3,<0> ,,<-1> ,,,0.35,<0> ,0.27,<1> [GCS],8.3,<0> ,4,<0> ,8.3,<0> 
elksmwq,P,5/6/2021 12:30,1,1,,20.6,<0> ,51.22,<0> ,33.7,<0> ,142.7,<0> ,10.5,<0> ,,<-1> ,,,0.3,<0> ,0.22,<1> [GCS],8.3,<0> ,4,<0> ,9.1,<0> 
elksmwq,P,5/6/2021 12:45,1,1,,20.9,<0> ,51.24,<0> ,33.7,<0> ,144.7,<0> ,10.6,<0> ,,<-1> ,,,0.28,<0> ,0.2,<1> [GCS],8.3,<0> ,4,<0> ,8,<0> 
elksmwq,P,5/6/2021 13:00,1,1,,20.9,<0> ,51.25,<0> ,33.7,<0> ,137.6,<0> ,10.1,<0> ,,<-1> ,,,0.27,<0> ,0.19,<1> [GCS],8.3,<0> ,4,<0> ,8.5,<0> 
elksmwq,P,5/6/2021 13:15,1,1,,21,<0> ,51.25,<0> ,33.7,<0> ,143.4,<0> ,10.5,<0> ,,<-1> ,,,0.29,<0> ,0.21,<1> [GCS],8.3,<0> ,4,<0> ,7.4,<0> 
elksmwq,P,5/6/2021 13:30,1,1,,21,<0> ,51.23,<0> ,33.7,<0> ,144.1,<0> ,10.6,<0> ,,<-1> ,,,0.3,<0> ,0.22,<1> [GCS],8.3,<0> ,4,<0> ,7.6,<0> 
elksmwq,P,5/6/2021 13:45,1,1,,21,<0> ,51.24,<0> ,33.7,<0> ,137.9,<0> ,10.1,<0> ,,<-1> ,,,0.3,<0> ,0.22,<1> [GCS],8.3,<0> ,4,<0> ,7.5,<0> 
